Brand,Battery_capacity(mAh),Screen_size(inches),Touchscreen,Processor,Operating system,Wi-Fi,Bluetooth,GPS,3G,4G/ LTE,Resolution_width(px),Resolution_height(px),Price,Internal_storage(GB),Rear_Camera(MP),Front_Camera(MP),RAM(GB),Number of SIMs
Micromax,1.1658681262102213,0.8582648318935419,Yes,1.1293428607305096,Android,Yes,Yes,Yes,Yes,Yes,-0.3289663717790384,0.13649895732960646,8.809116258125274,-0.2239363612360481,0.41562338496454787,-0.06655195422890328,-0.08478362749881975,0.41659169399276824
Google,0.8795068061989093,0.8582648318935419,Yes,1.1293428607305096,Android,Yes,Yes,Yes,Yes,Yes,2.3298672968432417,2.798310923678312,11.3373928113354,1.3087674093511814,0.7790173689482113,0.4746544835841936,1.7790267403792863,0.41659169399276824
Google,-0.1513939458418138,0.8582648318935419,Yes,1.1293428607305096,Android,Yes,Yes,Yes,Yes,Yes,1.0004504625321018,1.431434508526274,11.149096419938578,1.3087674093511814,0.7790173689482113,0.4746544835841936,1.7790267403792863,0.41659169399276824
Lenovo,1.280412654214746,0.8582648318935419,Yes,1.1293428607305096,Android,Yes,Yes,Yes,Yes,Yes,-0.3289663717790384,0.06455809337423603,9.305650551780507,1.3087674093511814,0.41562338496454787,1.4073595766500984,1.0091139351558178,0.41659169399276824
Samsung,1.7958630302351077,2.271877496188788,Yes,1.1293428607305096,Android,Yes,Yes,Yes,No,No,1.0004504625321018,1.6472571003923853,10.165851817003619,2.0920764700263845,3.36465043289258,2.5009465980075523,1.7790267403792863,-2.1322667433044113
Apple,0.13038559304931718,0.8582648318935419,Yes,0.2171813193712519,iOS,Yes,Yes,Yes,Yes,Yes,1.1666275668209942,1.7120038779522186,11.481445117743048,1.3087674093511814,0.2776316517840247,1.0008709882058655,1.0091139351558178,0.41659169399276824
Samsung,1.2231403902124838,2.271877496188788,Yes,1.1293428607305096,Android,Yes,Yes,Yes,Yes,Yes,-0.3289663717790384,0.13649895732960646,9.305650551780507,0.5340813189817668,0.41562338496454787,0.4746544835841936,0.5204715396506635,0.41659169399276824
Oppo,1.2231403902124838,2.271877496188788,Yes,1.1293428607305096,Android,Yes,Yes,No,No,No,1.0004504625321018,1.5393458044593296,9.94755228369823,2.0920764700263845,2.8087611657147615,1.4073595766500984,2.381175882178299,-2.1322667433044113
Samsung,1.2231403902124838,0.8582648318935419,Yes,1.1293428607305096,Android,Yes,Yes,Yes,Yes,Yes,-0.3289663717790384,0.13649895732960646,9.545454543987825,1.3087674093511814,1.5837735841410592,1.4073595766500984,1.0091139351558178,0.41659169399276824
Lava,0.6504177501898597,0.8582648318935419,Yes,1.1293428607305096,Android,Yes,Yes,Yes,No,No,-0.3289663717790384,0.06455809337423603,8.99961934066053,0.5340813189817668,0.41562338496454787,0.4746544835841936,0.5204715396506635,0.41659169399276824
HTC,0.42132869418081015,0.8582648318935419,Yes,1.1293428607305096,Android,Yes,Yes,No,Yes,Yes,-0.3289663717790384,0.06455809337423603,8.987196820661973,0.5340813189817668,0.2776316517840247,0.4746544835841936,0.5204715396506635,0.41659169399276824
Samsung,1.2231403902124838,0.8582648318935419,Yes,1.1293428607305096,Android,Yes,Yes,Yes,Yes,Yes,-0.3289663717790384,0.06455809337423603,9.047821442478408,0.5340813189817668,0.41562338496454787,0.4746544835841936,-0.08478362749881975,0.41659169399276824
Huawei,1.7958630302351077,2.271877496188788,Yes,1.1293428607305096,Android,Yes,Yes,Yes,Yes,Yes,1.3549616183484057,1.6472571003923853,11.255449234575513,2.0920764700263845,2.4611876549125937,2.5009465980075523,2.381175882178299,0.41659169399276824
Samsung,0.6504177501898597,0.8582648318935419,Yes,1.1293428607305096,Android,Yes,Yes,Yes,Yes,Yes,1.0004504625321018,1.431434508526274,11.156250521031495,2.879772250364041,0.2776316517840247,0.7574901368346918,2.381175882178299,0.41659169399276824
Tecno,0.6504177501898597,0.8582648318935419,Yes,1.1293428607305096,Android,Yes,Yes,Yes,Yes,Yes,1.0004504625321018,1.5393458044593296,9.472704636443673,2.0920764700263845,0.7790173689482113,2.5009465980075523,1.7790267403792863,0.41659169399276824
LG,1.280412654214746,0.8582648318935419,Yes,1.1293428607305096,Android,Yes,Yes,No,Yes,Yes,-0.3289663717790384,0.06455809337423603,9.431962766918454,1.3087674093511814,0.41562338496454787,1.4073595766500984,1.0091139351558178,0.41659169399276824
Vivo,2.3685856702577315,0.8582648318935419,Yes,1.1293428607305096,Android,Yes,Yes,Yes,Yes,Yes,-0.3289663717790384,0.10772261174745829,9.164401140034737,1.3087674093511814,-0.4013041151763782,0.4746544835841936,0.5204715396506635,0.41659169399276824
Itel,-0.609572057859913,-0.5553478324017044,Yes,1.1293428607305096,Android,No,No,No,No,No,-0.3289663717790384,-0.07932363453650482,8.400884069015854,-0.2239363612360481,-0.4013041151763782,-0.06655195422890328,-0.08478362749881975,-2.1322667433044113
Huawei,1.2231403902124838,2.271877496188788,Yes,1.1293428607305096,Android,Yes,Yes,No,Yes,Yes,1.0004504625321018,1.5393458044593296,9.57851889529833,2.0920764700263845,0.7790173689482113,1.4073595766500984,1.0091139351558178,0.41659169399276824
Samsung,0.8795068061989093,2.271877496188788,Yes,1.1293428607305096,Android,Yes,Yes,Yes,Yes,Yes,1.0004504625321018,1.6472571003923853,10.491024186183038,2.0920764700263845,2.8087611657147615,-2.036775271398481,2.381175882178299,0.41659169399276824
Oppo,0.9539607494018505,0.8582648318935419,Yes,1.1293428607305096,Android,Yes,Yes,Yes,Yes,Yes,1.0004504625321018,1.5393458044593296,10.203258756085228,2.0920764700263845,2.8087611657147615,1.4073595766500984,2.381175882178299,0.41659169399276824
Samsung,-0.38048300185086337,-0.5553478324017044,Yes,1.1293428607305096,Android,Yes,Yes,Yes,Yes,Yes,-0.9936747889346085,-0.9426140020009499,8.57376254290413,-0.2239363612360481,-1.1388856413311217,-0.06655195422890328,-0.8927828434925102,0.41659169399276824
Samsung,1.2231403902124838,0.8582648318935419,Yes,1.1293428607305096,Android,Yes,Yes,No,No,No,-0.3289663717790384,0.13649895732960646,9.200391041122515,0.5340813189817668,0.41562338496454787,0.4746544835841936,0.5204715396506635,-2.1322667433044113
Vivo,1.2575037486138412,0.8582648318935419,Yes,1.1293428607305096,Android,Yes,Yes,Yes,Yes,Yes,-0.3289663717790384,0.06455809337423603,8.824677891164198,-0.2239363612360481,0.41562338496454787,-0.06655195422890328,-0.08478362749881975,0.41659169399276824
Panasonic,1.2231403902124838,0.8582648318935419,Yes,1.1293428607305096,Android,Yes,Yes,No,Yes,Yes,1.0004504625321018,0.7839667329279403,8.77786371462117,1.3087674093511814,0.41562338496454787,0.4746544835841936,1.0091139351558178,0.41659169399276824
Lava,-0.7813888498667001,-1.9689604966969507,Yes,-0.6949802219880059,Android,Yes,Yes,Yes,Yes,Yes,-1.5106702245000518,-1.2303774578224316,8.160518247477505,-0.9507491645738099,-2.373484045202152,-0.9049300241120559,-0.8927828434925102,0.41659169399276824
Samsung,1.658409596629678,2.271877496188788,Yes,1.1293428607305096,Android,Yes,Yes,Yes,Yes,Yes,2.684378452659546,1.2012237438690887,12.013700752882718,3.669680597367028,0.7790173689482113,0.7574901368346918,3.3061349492563457,0.41659169399276824
Gionee,0.07769511016723579,-0.5553478324017044,Yes,-0.6949802219880059,Android,Yes,Yes,Yes,No,No,-0.3289663717790384,-0.07932363453650482,8.409385238781931,-0.2239363612360481,0.41562338496454787,-0.06655195422890328,-0.08478362749881975,-2.1322667433044113
Tecno,0.1349673741694982,0.8582648318935419,Yes,-0.6949802219880059,Android,Yes,Yes,Yes,Yes,Yes,-0.3289663717790384,-0.07932363453650482,8.68270762989381,0.5340813189817668,0.41562338496454787,0.4746544835841936,0.5204715396506635,0.41659169399276824
Tecno,0.1349673741694982,0.8582648318935419,Yes,-0.6949802219880059,Android,Yes,Yes,Yes,Yes,Yes,-0.3289663717790384,-0.07932363453650482,8.556413904569519,0.5340813189817668,0.41562338496454787,0.4746544835841936,-0.08478362749881975,0.41659169399276824
Coolpad,0.07769511016723579,0.8582648318935419,Yes,1.1293428607305096,Android,Yes,Yes,No,No,No,-0.3289663717790384,0.06455809337423603,8.444622498581403,0.5340813189817668,-0.4013041151763782,-0.06655195422890328,0.5204715396506635,0.41659169399276824
Vivo,1.2575037486138412,0.8582648318935419,Yes,1.1293428607305096,Android,Yes,Yes,No,Yes,Yes,-0.3289663717790384,0.06455809337423603,9.030016817844901,0.5340813189817668,0.41562338496454787,0.4746544835841936,-0.08478362749881975,0.41659169399276824
Itel,-0.609572057859913,-0.5553478324017044,Yes,-0.6949802219880059,Android,Yes,Yes,Yes,Yes,Yes,-1.2152442613197985,-0.9426140020009499,8.230044310126114,-0.9507491645738099,-1.1388856413311217,-0.9049300241120559,-0.8927828434925102,0.41659169399276824
Oppo,0.535873222185335,0.8582648318935419,Yes,1.1293428607305096,Android,Yes,Yes,Yes,Yes,Yes,1.0004504625321018,1.431434508526274,9.568014816247999,2.0920764700263845,1.1776085525789384,1.7416702940038153,1.7790267403792863,0.41659169399276824
10.or,2.3685856702577315,0.8582648318935419,Yes,1.1293428607305096,Android,Yes,Yes,Yes,Yes,Yes,1.0004504625321018,1.3702847741642092,8.987196820661973,1.3087674093511814,0.7790173689482113,1.0008709882058655,1.0091139351558178,0.41659169399276824
Xolo,0.07769511016723579,-0.5553478324017044,Yes,-0.6949802219880059,Android,Yes,Yes,Yes,Yes,Yes,-0.3289663717790384,-0.07932363453650482,8.294049640102028,-0.2239363612360481,-0.4013041151763782,-0.06655195422890328,-0.8927828434925102,0.41659169399276824
Micromax,1.2231403902124838,0.8582648318935419,Yes,1.1293428607305096,Android,Yes,Yes,Yes,Yes,Yes,-0.3289663717790384,0.02858766139655082,8.68270762989381,0.5340813189817668,0.41562338496454787,0.4746544835841936,-0.08478362749881975,0.41659169399276824
Tambo,-0.9532056418734873,-0.5553478324017044,Yes,-0.6949802219880059,Android,Yes,Yes,Yes,Yes,Yes,-1.2152442613197985,-0.9426140020009499,8.240385115516334,-0.2239363612360481,-1.1388856413311217,-0.06655195422890328,-0.8927828434925102,0.41659169399276824
Tambo,-0.49502752985538817,-0.5553478324017044,Yes,1.1293428607305096,Android,Yes,Yes,Yes,Yes,Yes,-1.2152442613197985,-1.1332572914826815,8.131824785007195,-0.9507491645738099,-1.1388856413311217,-0.06655195422890328,-0.8927828434925102,0.41659169399276824
Meizu,0.42132869418081015,0.8582648318935419,Yes,1.1293428607305096,Android,Yes,Yes,No,Yes,Yes,-0.3289663717790384,-0.07932363453650482,9.104979856318357,0.5340813189817668,0.41562338496454787,0.4746544835841936,0.5204715396506635,0.41659169399276824
Meizu,0.07769511016723579,-0.5553478324017044,Yes,-0.6949802219880059,Android,Yes,Yes,Yes,Yes,Yes,-0.3289663717790384,-0.07932363453650482,8.17188200612782,-0.2239363612360481,0.41562338496454787,0.4746544835841936,-0.08478362749881975,0.41659169399276824
Motorola,2.3685856702577315,0.8582648318935419,Yes,1.1293428607305096,Android,Yes,Yes,Yes,Yes,Yes,-0.3289663717790384,0.06455809337423603,9.293853972204001,0.5340813189817668,0.2776316517840247,0.4746544835841936,0.5204715396506635,0.41659169399276824
Motorola,0.07769511016723579,0.8582648318935419,Yes,1.1293428607305096,Android,Yes,Yes,Yes,Yes,Yes,1.0004504625321018,1.4134492925374313,9.100748695346088,1.3087674093511814,0.2776316517840247,0.4746544835841936,1.0091139351558178,0.41659169399276824
Itel,1.2231403902124838,-0.5553478324017044,Yes,-0.6949802219880059,Android,Yes,Yes,Yes,Yes,Yes,-1.2152442613197985,-0.9426140020009499,8.291797105048733,-0.9507491645738099,-1.1388856413311217,-0.9049300241120559,-0.8927828434925102,0.41659169399276824
Vivo,1.2575037486138412,0.8582648318935419,Yes,1.1293428607305096,Android,Yes,Yes,Yes,No,No,-0.3289663717790384,0.06455809337423603,9.259130536145614,1.3087674093511814,0.41562338496454787,1.7416702940038153,1.0091139351558178,-2.1322667433044113
Lava,0.07769511016723579,0.8582648318935419,Yes,-0.6949802219880059,Android,Yes,Yes,Yes,Yes,Yes,-0.3289663717790384,-0.07932363453650482,8.85366542803745,-0.2239363612360481,0.41562338496454787,1.1112066667444338,-0.08478362749881975,0.41659169399276824
Vivo,1.2575037486138412,0.8582648318935419,Yes,1.1293428607305096,Android,Yes,Yes,Yes,No,No,-0.3289663717790384,0.17246938930729167,9.205428327615163,1.3087674093511814,0.41562338496454787,0.4746544835841936,0.5204715396506635,-2.1322667433044113
Micromax,2.3685856702577315,-0.5553478324017044,Yes,-0.6949802219880059,Android,Yes,Yes,Yes,Yes,Yes,-0.3289663717790384,-0.07932363453650482,8.45531778769815,-0.2239363612360481,-1.1388856413311217,-0.06655195422890328,-0.8927828434925102,0.41659169399276824
Micromax,-1.067750169878012,-0.5553478324017044,Yes,-0.6949802219880059,Android,Yes,Yes,Yes,Yes,Yes,-1.2152442613197985,-1.1332572914826815,8.039157390473237,-0.9507491645738099,-1.1388856413311217,-0.9049300241120559,-0.8927828434925102,0.41659169399276824
Panasonic,1.2231403902124838,0.8582648318935419,Yes,1.1293428607305096,Android,Yes,Yes,No,Yes,Yes,-0.3289663717790384,0.02858766139655082,9.046762057999363,1.3087674093511814,0.41562338496454787,0.4746544835841936,1.0091139351558178,0.41659169399276824
Panasonic,1.2231403902124838,0.8582648318935419,Yes,1.1293428607305096,Android,Yes,Yes,No,Yes,Yes,-0.3289663717790384,0.02858766139655082,8.852378886511985,0.5340813189817668,0.41562338496454787,0.4746544835841936,0.5204715396506635,0.41659169399276824
Panasonic,0.07769511016723579,0.8582648318935419,Yes,-0.6949802219880059,Android,Yes,Yes,Yes,Yes,Yes,-0.3289663717790384,-0.07932363453650482,9.104979856318357,0.5340813189817668,0.41562338496454787,-0.06655195422890328,0.5204715396506635,0.41659169399276824
Razer,1.2231403902124838,0.8582648318935419,Yes,1.1293428607305096,Android,Yes,Yes,Yes,Yes,Yes,2.3298672968432417,1.935020556213867,10.91492481446108,1.3087674093511814,0.2776316517840247,0.4746544835841936,2.381175882178299,-2.1322667433044113
iVoomi,-0.1513939458418138,0.8582648318935419,Yes,-0.6949802219880059,Android,Yes,Yes,Yes,Yes,Yes,-0.3289663717790384,0.0249906181987823,8.409830673087738,-0.2239363612360481,0.41562338496454787,-0.06655195422890328,-0.08478362749881975,0.41659169399276824
Panasonic,0.07769511016723579,0.8582648318935419,Yes,1.1293428607305096,Android,Yes,Yes,Yes,Yes,Yes,1.0004504625321018,1.3702847741642092,9.093806555720231,1.3087674093511814,0.7790173689482113,1.4073595766500984,1.0091139351558178,0.41659169399276824
Intex,-0.609572057859913,-0.5553478324017044,Yes,-0.6949802219880059,Android,Yes,Yes,Yes,Yes,Yes,-0.3289663717790384,-0.3670870903579865,8.85366542803745,-0.2239363612360481,-0.4013041151763782,0.4746544835841936,-0.08478362749881975,0.41659169399276824
iVoomi,-1.067750169878012,-0.5553478324017044,Yes,-0.6949802219880059,Android,Yes,Yes,Yes,Yes,Yes,-1.2152442613197985,-0.9426140020009499,8.006367567650246,-0.9507491645738099,-1.1388856413311217,-0.06655195422890328,-0.8927828434925102,0.41659169399276824
Vivo,0.4385103733814889,0.8582648318935419,Yes,1.1293428607305096,Android,Yes,Yes,Yes,Yes,Yes,1.0004504625321018,1.5393458044593296,9.563107691083898,1.3087674093511814,0.7790173689482113,2.092748460195227,1.7790267403792863,0.41659169399276824
Motorola,0.07769511016723579,0.8582648318935419,Yes,1.1293428607305096,Android,Yes,Yes,No,No,No,-0.3289663717790384,-0.07932363453650482,9.158099260130491,1.3087674093511814,0.41562338496454787,0.4746544835841936,1.0091139351558178,-2.1322667433044113
HTC,0.7649622781943846,0.8582648318935419,Yes,1.1293428607305096,Android,Yes,Yes,Yes,No,No,1.0004504625321018,1.2156119166601627,9.472012088995733,1.3087674093511814,0.7790173689482113,1.1112066667444338,1.0091139351558178,0.41659169399276824
Yu,1.2231403902124838,-0.5553478324017044,Yes,-0.6949802219880059,Android,Yes,Yes,Yes,No,Yes,-0.3289663717790384,-0.07932363453650482,8.294049640102028,-0.2239363612360481,0.41562338496454787,-0.06655195422890328,-0.08478362749881975,0.41659169399276824
Homtom,0.42132869418081015,0.8582648318935419,Yes,1.1293428607305096,Android,Yes,Yes,No,Yes,Yes,-0.3289663717790384,-0.07932363453650482,8.484876589939695,0.5340813189817668,0.7790173689482113,0.4746544835841936,0.5204715396506635,0.41659169399276824
Homtom,0.6504177501898597,0.8582648318935419,Yes,1.1293428607305096,Android,Yes,Yes,No,Yes,Yes,-0.3289663717790384,-0.07932363453650482,8.497194544909547,0.5340813189817668,0.41562338496454787,0.4746544835841936,0.5204715396506635,0.41659169399276824
Homtom,0.07769511016723579,0.8582648318935419,Yes,1.1293428607305096,Android,Yes,Yes,No,Yes,Yes,-0.6243923349592918,-0.3670870903579865,8.229511118964457,-0.2239363612360481,0.41562338496454787,0.4746544835841936,-0.08478362749881975,0.41659169399276824
Lava,-0.49502752985538817,-0.5553478324017044,Yes,-0.6949802219880059,Android,Yes,Yes,Yes,No,No,-0.3289663717790384,-0.7267914101348386,8.495152060539358,-0.2239363612360481,-1.1388856413311217,-0.06655195422890328,-0.8927828434925102,-2.1322667433044113
Itel,-0.609572057859913,-0.5553478324017044,Yes,-0.6949802219880059,Android,Yes,Yes,Yes,Yes,Yes,-1.2152442613197985,-0.9426140020009499,8.37816098272068,-0.2239363612360481,-1.1388856413311217,-0.9049300241120559,-0.08478362749881975,0.41659169399276824
Itel,-0.26593847384633856,-0.5553478324017044,Yes,-0.6949802219880059,Android,Yes,Yes,Yes,Yes,Yes,-0.3289663717790384,-0.07932363453650482,8.517193191416238,-0.9507491645738099,-1.1388856413311217,-0.06655195422890328,-0.8927828434925102,0.41659169399276824
Samsung,0.8795068061989093,0.8582648318935419,Yes,1.1293428607305096,Android,Yes,Yes,Yes,No,No,3.9547100943346356,1.3235232125932184,9.942756341456828,1.3087674093511814,0.7790173689482113,2.0272598158699267,1.7790267403792863,0.41659169399276824
Vivo,0.37551088297900026,0.8582648318935419,Yes,1.1293428607305096,Android,Yes,Yes,Yes,No,No,-0.3289663717790384,0.06455809337423603,9.543306469268108,1.3087674093511814,0.41562338496454787,0.4746544835841936,1.0091139351558178,-2.1322667433044113
Tecno,0.1349673741694982,0.8582648318935419,Yes,-0.6949802219880059,Android,Yes,Yes,No,Yes,Yes,-0.3289663717790384,-0.07932363453650482,8.68270762989381,-0.2239363612360481,0.41562338496454787,1.1112066667444338,-0.08478362749881975,0.41659169399276824
Tecno,0.1349673741694982,0.8582648318935419,Yes,-0.6949802219880059,Android,Yes,Yes,No,Yes,Yes,-0.3289663717790384,-0.07932363453650482,8.433811582477187,-0.2239363612360481,0.41562338496454787,0.4746544835841936,-0.08478362749881975,0.41659169399276824
Oppo,0.6504177501898597,0.8582648318935419,Yes,1.1293428607305096,Android,Yes,Yes,Yes,No,No,1.0004504625321018,1.431434508526274,9.79762691183662,2.0920764700263845,0.7790173689482113,2.092748460195227,2.381175882178299,-2.1322667433044113
Meizu,0.08914956296768826,0.8582648318935419,Yes,1.1293428607305096,Android,Yes,Yes,Yes,Yes,Yes,1.0004504625321018,1.2156119166601627,9.877708099548641,1.3087674093511814,0.2776316517840247,1.7416702940038153,1.7790267403792863,0.41659169399276824
BlackBerry,1.2231403902124838,0.8582648318935419,Yes,1.1293428607305096,Android,Yes,Yes,Yes,No,No,1.0004504625321018,1.2156119166601627,9.546812608597396,1.3087674093511814,0.41562338496454787,1.4073595766500984,1.0091139351558178,-2.1322667433044113
Samsung,0.6504177501898597,0.8582648318935419,Yes,1.1293428607305096,Android,Yes,Yes,Yes,Yes,Yes,-0.3289663717790384,-0.007382770581134392,9.903037451255743,1.3087674093511814,0.7790173689482113,1.4073595766500984,1.0091139351558178,0.41659169399276824
Tecno,1.2231403902124838,0.8582648318935419,Yes,-0.6949802219880059,Android,Yes,Yes,Yes,Yes,Yes,-0.3289663717790384,-0.07932363453650482,9.103979355984773,0.5340813189817668,0.41562338496454787,1.1112066667444338,0.5204715396506635,0.41659169399276824
Vivo,0.40414701498013145,0.8582648318935419,Yes,-0.6949802219880059,Android,No,Yes,No,No,No,-0.3289663717790384,-0.07932363453650482,8.922791623969637,-0.2239363612360481,-0.4013041151763782,-0.06655195422890328,-0.08478362749881975,-2.1322667433044113
Alcatel,1.2231403902124838,0.8582648318935419,Yes,1.1293428607305096,Android,Yes,Yes,Yes,No,No,-0.3289663717790384,0.02858766139655082,9.472704636443673,0.5340813189817668,0.2776316517840247,0.4746544835841936,0.5204715396506635,-2.1322667433044113
Intex,0.07769511016723579,-0.5553478324017044,Yes,-0.6949802219880059,Android,Yes,Yes,Yes,Yes,Yes,-1.2152442613197985,-0.9426140020009499,8.160518247477505,-0.9507491645738099,-1.1388856413311217,-0.06655195422890328,-0.8927828434925102,0.41659169399276824
Intex,-1.067750169878012,-0.5553478324017044,Yes,-0.6949802219880059,Android,Yes,Yes,Yes,Yes,Yes,-1.2152442613197985,-0.9426140020009499,8.146419323098003,-0.9507491645738099,-1.1388856413311217,-0.9049300241120559,-0.8927828434925102,0.41659169399276824
Oppo,1.4865928046228907,0.8582648318935419,Yes,1.1293428607305096,Android,Yes,Yes,Yes,No,No,-0.3289663717790384,0.06455809337423603,8.916103530553727,-0.2239363612360481,0.41562338496454787,0.4746544835841936,-0.08478362749881975,-2.1322667433044113
Oppo,1.4865928046228907,0.8582648318935419,Yes,1.1293428607305096,Android,Yes,Yes,Yes,Yes,Yes,-0.3289663717790384,0.06455809337423603,9.103979355984773,0.5340813189817668,0.41562338496454787,0.4746544835841936,1.0091139351558178,0.41659169399276824
Vivo,0.3354202981774166,0.8582648318935419,Yes,1.1293428607305096,Android,Yes,Yes,Yes,No,No,-0.3289663717790384,-0.07932363453650482,8.986571625268054,0.5340813189817668,0.7790173689482113,2.0272598158699267,1.0091139351558178,-2.1322667433044113
Samsung,0.07769511016723579,0.8582648318935419,Yes,1.1293428607305096,Android,Yes,Yes,No,Yes,Yes,-0.3289663717790384,-0.007382770581134392,9.77571099759397,1.3087674093511814,0.41562338496454787,0.4746544835841936,1.0091139351558178,0.41659169399276824
Alcatel,-1.067750169878012,-0.5553478324017044,Yes,-0.6949802219880059,Android,Yes,Yes,Yes,Yes,Yes,-1.2152442613197985,-0.9426140020009499,8.160518247477505,-0.9507491645738099,-1.1388856413311217,-0.9049300241120559,-0.8927828434925102,-2.1322667433044113
Vivo,0.37551088297900026,0.8582648318935419,Yes,1.1293428607305096,Android,Yes,Yes,Yes,Yes,Yes,-0.3289663717790384,0.06455809337423603,9.189218875354072,0.5340813189817668,0.41562338496454787,-0.06655195422890328,0.5204715396506635,0.41659169399276824
Panasonic,-0.609572057859913,-0.5553478324017044,Yes,-0.6949802219880059,Android,Yes,Yes,Yes,Yes,Yes,-0.3289663717790384,-0.3670870903579865,8.268731832117737,-0.2239363612360481,-1.1388856413311217,-0.06655195422890328,-0.8927828434925102,0.41659169399276824
Lephone,0.07769511016723579,0.8582648318935419,Yes,-0.6949802219880059,Android,Yes,Yes,Yes,No,No,-0.3289663717790384,-0.07932363453650482,8.974744612722734,-0.2239363612360481,0.41562338496454787,-0.06655195422890328,-0.08478362749881975,-2.1322667433044113
Comio,-0.49502752985538817,-0.5553478324017044,Yes,-0.6949802219880059,Android,Yes,Yes,Yes,Yes,Yes,-0.3289663717790384,-0.07932363453650482,8.779557455883728,-0.2239363612360481,-0.4013041151763782,-0.06655195422890328,-0.8927828434925102,0.41659169399276824
iVoomi,-0.1513939458418138,-0.5553478324017044,Yes,-0.6949802219880059,Android,Yes,Yes,Yes,Yes,Yes,-1.2152442613197985,-1.1332572914826815,8.006367567650246,-0.9507491645738099,-1.1388856413311217,-0.06655195422890328,-0.8927828434925102,0.41659169399276824
LG,0.42132869418081015,0.8582648318935419,Yes,1.1293428607305096,Android,Yes,Yes,Yes,No,No,1.0004504625321018,1.2156119166601627,9.740968623038354,1.3087674093511814,0.7790173689482113,-0.06655195422890328,1.0091139351558178,-2.1322667433044113
LG,0.42132869418081015,0.8582648318935419,Yes,1.1293428607305096,Android,Yes,Yes,Yes,No,No,1.0004504625321018,1.2156119166601627,9.615805480084347,0.5340813189817668,0.7790173689482113,-0.06655195422890328,0.5204715396506635,-2.1322667433044113
Lenovo,1.2231403902124838,-0.5553478324017044,Yes,-0.6949802219880059,Android,Yes,Yes,Yes,Yes,Yes,-0.3289663717790384,-0.07932363453650482,8.575650760987806,-0.2239363612360481,0.41562338496454787,0.4746544835841936,-0.08478362749881975,0.41659169399276824
Nokia,0.0662406573667833,-0.5553478324017044,Yes,1.1293428607305096,Android,Yes,Yes,Yes,No,No,-0.3289663717790384,-0.07932363453650482,8.698681067461614,-0.2239363612360481,0.41562338496454787,0.4746544835841936,-0.08478362749881975,-2.1322667433044113
Aqua,-0.1513939458418138,-0.5553478324017044,Yes,-0.6949802219880059,Android,Yes,Yes,No,No,No,-0.3289663717790384,-0.3670870903579865,8.433811582477187,-0.2239363612360481,0.41562338496454787,-0.06655195422890328,-0.8927828434925102,-2.1322667433044113
Vivo,0.37551088297900026,0.8582648318935419,Yes,1.1293428607305096,Android,Yes,Yes,Yes,Yes,Yes,-0.3289663717790384,0.06455809337423603,9.249561085129464,0.5340813189817668,0.41562338496454787,0.4746544835841936,1.0091139351558178,0.41659169399276824
BlackBerry,0.6504177501898597,-0.5553478324017044,Yes,1.1293428607305096,Android,Yes,Yes,Yes,Yes,Yes,1.0004504625321018,0.24441025326266208,9.90323752128092,1.3087674093511814,0.2776316517840247,0.4746544835841936,1.0091139351558178,0.41659169399276824
Mobiistar,0.07769511016723579,-0.5553478324017044,Yes,-0.6949802219880059,Android,Yes,Yes,No,Yes,Yes,-0.3289663717790384,-0.3670870903579865,8.365206834418355,-0.2239363612360481,-0.4013041151763782,1.1112066667444338,-0.08478362749881975,0.41659169399276824
Micromax,-1.067750169878012,-0.5553478324017044,Yes,-0.6949802219880059,Android,Yes,Yes,Yes,Yes,Yes,-1.2152442613197985,-1.1332572914826815,8.240121298076472,-0.9507491645738099,-1.1388856413311217,-0.06655195422890328,-0.8927828434925102,0.41659169399276824
iVoomi,1.2231403902124838,-0.5553478324017044,Yes,-0.6949802219880059,Android,Yes,Yes,Yes,No,Yes,-0.3289663717790384,-0.07932363453650482,8.366370301681654,0.5340813189817668,0.41562338496454787,0.4746544835841936,0.5204715396506635,0.41659169399276824
LG,0.07769511016723579,0.8582648318935419,Yes,1.1293428607305096,Android,Yes,Yes,Yes,No,No,1.0004504625321018,1.2156119166601627,9.380083146563278,1.3087674093511814,0.7790173689482113,-0.06655195422890328,1.0091139351558178,-2.1322667433044113
LG,0.07769511016723579,0.8582648318935419,Yes,1.1293428607305096,Android,Yes,Yes,Yes,No,No,1.0004504625321018,1.2156119166601627,9.091106284052485,0.5340813189817668,0.41562338496454787,0.4746544835841936,0.5204715396506635,-2.1322667433044113
HTC,0.6504177501898597,0.8582648318935419,Yes,1.1293428607305096,Android,Yes,Yes,Yes,Yes,Yes,2.3298672968432417,2.5105474678568305,11.225123385317872,1.3087674093511814,0.2776316517840247,0.4746544835841936,1.7790267403792863,0.41659169399276824
Nokia,0.14642182696995065,0.8582648318935419,Yes,1.1293428607305096,Android,Yes,Yes,Yes,Yes,Yes,1.0004504625321018,1.431434508526274,8.85366542803745,0.5340813189817668,0.7790173689482113,1.4073595766500984,1.0091139351558178,0.41659169399276824
Kult,1.2231403902124838,0.8582648318935419,Yes,-0.6949802219880059,Android,Yes,Yes,Yes,No,No,-0.3289663717790384,-0.07932363453650482,8.384575666801398,0.5340813189817668,0.41562338496454787,1.1112066667444338,0.5204715396506635,0.41659169399276824
